mixed_single_3x1;3;{0.,-1.,30.};{0.35,1.  ,1.};{0.0e+00,-1.0e+00, 1.8e+03};{0. ,-1. , 0.5};{1,1,1};{0.2,0.2,0.2};{"dark_plane_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies"};mixed_single_3x1; 
mixed_single_4x1;4;{0.,-1.,30.,30.};{0.35,1.  ,1.  ,1.};{0.0e+00,-1.0e+00, 1.8e+03, 1.8e+03};{0. ,-1. , 0.5, 0.5};{1,1,1,1};{0.2,0.2,0.2,0.2};{"dark_plane_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"};mixed_single_4x1; 
mixed_single_5x1;5;{0.,-1.,30.,30., 3.};{0.35,1.  ,1.  ,1.  ,1.};{0.0e+00,-1.0e+00, 1.8e+03, 1.8e+03, 1.8e+03};{0. ,-1. , 0.5, 0.5, 0.5};{1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2};{"dark_plane_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies"};mixed_single_5x1; 
mixed_single_18x1;18;{0., -1., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240.,  30., 30.,  3., 27.};{0.35,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  , 1.  ,1.  ,1.  ,1.};{0.0e+00,-1.0e+00, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03};{0. ,-1. , 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5,  0.5, 0.5, 0.5, 0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"dark_plane_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"};mixed_single_18x1; 
mixed_single_19x1;19;{0., -1., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240.,  30., 30.,  3., 27., 30.};{0.35,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  , 1.  ,1.  ,1.  ,1.  ,1.};{0.0e+00,-1.0e+00, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03};{0. ,-1. , 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5,  0.5, 0.5, 0.5, 0.5, 0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2, 0.2};{"dark_plane_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies"};mixed_single_19x1; 
mixed_single_20x1;20;{0., -1., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240.,  30., 30.,  3., 27., 30., -1.};{0.35,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  , 1.  ,1.  ,1.  ,1.  ,1.  ,1.};{0.0e+00,-1.0e+00, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03,-1.0e+00};{0. ,0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5, 0.5,0.};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01, 2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,1.e+04};{"dark_plane_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"};mixed_single_20x1; 
mixed_single_26x1;26;{0., -1., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240.,  30., 30.,  3., 27., 30., -1., -1., -1., -1., -1., -1., -1.};{0.35,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  , 1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.};{0.0e+00,-1.0e+00, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03,-1.0e+00,-1.0e+00,-1.0e+00,-1.0e+00,-1.0e+00, -1.0e+00,-1.0e+00};{0. ,0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5, 0.5,0. ,0. ,0. ,0. ,0. ,0. ,0.};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01, 2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,1.e+04, 1.e+04,1.e+04,1.e+04,1.e+04,1.e+04,1.e+04};{"dark_plane_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"};mixed_single_26x1; 
mixed_single_28x1;28;{0., -1., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240.,  30., 30.,  3., 27., 30., -1., -1., -1., -1., -1., -1., -1., -1., -1.};{0.35,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  , 1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.};{0.0e+00,-1.0e+00, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03,-1.0e+00,-1.0e+00,-1.0e+00,-1.0e+00,-1.0e+00, -1.0e+00,-1.0e+00,-1.0e+00,-1.0e+00};{0. ,0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5, 0.5,0. ,0. ,0. ,0. ,0. ,0. ,0. ,0. ,0.};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01, 2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,1.e+04, 1.e+04,1.e+04,1.e+04,1.e+04,1.e+04,1.e+04,1.e+04,1.e+04};{"dark_plane_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"};mixed_single_28x1; 
mixed_single_29x1;29;{0., -1., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240.,  30., 30.,  3., 27., 30., -1., -1., -1., -1., -1., -1., -1., -1., -1.,  -1.};{0.35,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  , 1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  , 1.};{0.0e+00,-1.0e+00, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03,-1.0e+00,-1.0e+00,-1.0e+00,-1.0e+00,-1.0e+00, -1.0e+00,-1.0e+00,-1.0e+00,-1.0e+00,-1.0e+00};{0. ,0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5, 0.5,0. ,0. ,0. ,0. ,0. ,0. ,0. ,0. ,0. ,0.};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01, 2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,1.e+04, 1.e+04,1.e+04,1.e+04,1.e+04,1.e+04,1.e+04,1.e+04,1.e+04,1.e+04};{"dark_plane_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies"};mixed_single_29x1; 
mixed_single_13x1;13;{0., -1., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.};{0.35,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.  ,1.};{0.0e+00,-1.0e+00, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03};{0. ,-1. , 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"dark_plane_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies","bright_time_no_apogee_skies"," bright_time_no_apogee_skies"};mixed_single_13x1; 
