bright_1x1_v2;1;{0.};{1.};{0.};{0.};{1};{0.2};{"bright_time"};bright_1x1;_v2 
bright_1x2_v2;1;{0.};{1.};{0.};{0.};{2};{0.2};{"bright_time"};bright_1x2;_v2 
bright_1x3_v2;1;{0.};{1.};{0.};{0.};{3};{0.2};{"bright_time"};bright_1x3;_v2 
bright_1x4_v2;1;{0.};{1.};{0.};{0.};{4};{0.2};{"bright_time"};bright_1x4;_v2 
bright_1x5_v2;1;{0.};{1.};{0.};{0.};{5};{0.2};{"bright_time"};bright_1x5;_v2 
bright_1x6_v2;1;{0.};{1.};{0.};{0.};{6};{0.2};{"bright_time"};bright_1x6;_v2 
bright_1x7_v2;1;{0.};{1.};{0.};{0.};{7};{0.2};{"bright_time"};bright_1x7;_v2 
bright_1x8_v2;1;{0.};{1.};{0.};{0.};{8};{0.2};{"bright_time"};bright_1x8;_v2 
bright_2x1_v2;2;{0.,3.};{1.,1.};{0.,1800.};{0. ,0.5};{1,1};{0.2,0.2};{"bright_time","bright_time"};bright_2x1;_v2 
bright_3x1_v2;3;{0., 3.,27.};{1.,1.,1.};{0.,1800.,1800.};{0. ,0.5,0.5};{1,1,1};{0.2,0.2,0.2};{"bright_time","bright_time","bright_time"};bright_3x1;_v2 
bright_3x2_v2;3;{0., 3.,27.};{1.,1.,1.};{0.,1800.,1800.};{0. ,0.5,0.5};{2,2,2};{7.,7.,7.};{"bright_time","bright_time","bright_time"};bright_3x2;_v2 
bright_3x4_v2;3;{0., 3.,27.};{1.,1.,1.};{0.,1800.,1800.};{0. ,0.5,0.5};{4,4,4};{7.,7.,7.};{"bright_time","bright_time","bright_time"};bright_3x4;_v2 
bright_4x1_v2;4;{0.,  3., 27.,270.};{1.,1.,1.,1.};{0.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5};{1,1,1,1};{0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time"};bright_4x1;_v2 
bright_5x1_v2;5;{0.,  3., 27.,270., 30.};{1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5};{1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"};bright_5x1;_v2 
bright_6x1_v2;6;{0.,  3., 27.,270., 30., 30.};{1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time"};bright_6x1;_v2 
bright_6x2_v2;6;{0.,  3., 27.,270., 30., 30.};{1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5};{2,2,2,2,2,2};{0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time"};bright_6x2;_v2 
bright_6x4_v2;6;{0.,  3., 27.,270., 30., 30.};{1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5};{4,4,4,4,4,4};{0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time"};bright_6x4;_v2 
bright_8x1_v2;8;{0., 30., 30.,  3., 27.,270., 30., 30.};{1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time"};bright_8x1;_v2 
bright_8x2_v2;8;{0., 30., 30.,  3., 27.,270., 30., 30.};{1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{2,2,2,2,2,2,2,2};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time"};bright_8x2;_v2 
bright_8x4_v2;8;{0., 30., 30.,  3., 27.,270., 30., 30.};{1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{4,4,4,4,4,4,4,4};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time"};bright_8x4;_v2 
bright_9x1_v2;9;{0., 30., 30.,  3., 27.,270., 30., 30., 30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time"};bright_9x1;_v2 
bright_9x2_v2;9;{0., 30., 30.,  3., 27.,270., 30., 30., 30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{2,2,2,2,2,2,2,2,2};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time"};bright_9x2;_v2 
bright_9x4_v2;9;{0., 30., 30.,  3., 27.,270., 30., 30., 30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{4,4,4,4,4,4,4,4,4};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time"};bright_9x4;_v2 
bright_12x1_v2;12;{0., 30., 30.,  3., 27.,240., 30., 30.,  3., 27., 30.,240.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time"};bright_12x1;_v2 
bright_12x2_v2;12;{0., 30., 30.,  3., 27.,240., 30., 30.,  3., 27., 30.,240.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{2,2,2,2,2,2,2,2,2,2,2,2};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","brightbright_time"," bright_time","bright_time","bright_time"};bright_12x2;_v2 
bright_12x4_v2;12;{0., 30., 30.,  3., 27.,240., 30., 30.,  3., 27., 30.,240.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{4,4,4,4,4,4,4,4,4,4,4,4};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time"};bright_12x4;_v2 
bright_15x1_v2;15;{0., 30., 30.,  3., 27.,240., 30., 30.,  3., 27., 30.,240., 30., 30.,   3.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"};bright_15x1;_v2 
bright_15x2_v2;15;{0., 30., 30.,  3., 27.,240., 30., 30.,  3., 27., 30.,240., 30., 30.,   3.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{2,2,2,2,2,2,2,2,2,2,2,2,2,2,2};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"};bright_15x2;_v2 
bright_15x4_v2;15;{0., 30., 30.,  3., 27.,240., 30., 30.,  3., 27., 30.,240., 30., 30.,   3.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{4,4,4,4,4,4,4,4,4,4,4,4,4,4,4};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"};bright_15x4;_v2 
bright_18x1_v2;18;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240., 30.,  30.,  3., 27., 30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time"};bright_18x1;_v2 
bright_18x2_v2;18;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240., 30.,  30.,  3., 27., 30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time"};bright_18x2;_v2 
bright_18x4_v2;18;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240., 30.,  30.,  3., 27., 30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time"};bright_18x4;_v2 
dark_1x1_v2;1;{0.};{0.35};{0.};{0.};{1};{0.2};{"dark_plane"};dark_1x1;_v2 
dark_1x2_v2;1;{0.};{0.35};{0.};{0.};{2};{7.};{"dark_plane"};dark_1x2;_v2 
dark_1x3_v2;1;{0.};{0.35};{0.};{0.};{3};{7.};{"dark_faint"};dark_1x3;_v2 
dark_1x4_v2;1;{0.};{0.35};{0.};{0.};{4};{7.};{"dark_faint"};dark_1x4;_v2 
dark_2x1_v2;2;{0.,3.};{0.35,0.35};{0.,1800.};{0. ,0.5};{1,1};{0.2,0.2};{"dark_plane","dark_plane"};dark_2x1;_v2 
dark_2x2_v2;2;{0.,3.};{0.35,0.35};{0.,1800.};{0. ,0.5};{2,2};{7.,7.};{"dark_faint","dark_faint"};dark_2x2;_v2 
dark_2x4_v2;2;{0.,365.};{0.35,0.35};{0.,1800.};{0.,300.};{4,4};{14.,14.};{"dark_monit","dark_monit"};dark_2x4;_v2 
dark_3x4_v2;3;{0.,365.,365.};{0.35,0.35,0.35};{0.,600.,600.};{0.,300.,300.};{4,4,4};{14.,14.,14.};{"dark_monit","dark_monit","dark_monit"};dark_3x4;_v2 
dark_10x4_v2;10;{0., 30., 30., 30., 30.,240., 30., 30., 30., 30.};{0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35};{0., 40., 40., 40., 40.,260., 40., 40., 40., 40.};{0., 20., 20., 20., 20.,220., 20., 20., 20., 20.};{4,4,4,4,4,4,4,4,4,4};{14.,14.,14.,14.,14.,14.,14.,14.,14.,14.};{"dark_monit","dark_monit","dark_monit","dark_monit","dark_monit"," dark_monit","dark_monit","dark_monit","dark_monit","dark_monit"};dark_10x4;_v2 
dark_10x4_4yr_v2;10;{0., 60., 60.,180., 90.,180., 90., 90.,180., 90.};{0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35};{0., 75., 75.,210.,105.,210.,105.,105.,210.,105.};{0., 45., 45.,150., 75.,150., 75., 75.,150., 75.};{4,4,4,4,4,4,4,4,4,4};{14.,14.,14.,14.,14.,14.,14.,14.,14.,14.};{"dark_monit","dark_monit","dark_monit","dark_monit","dark_monit"," dark_monit","dark_monit","dark_monit","dark_monit","dark_monit"};dark_10x4_4yr;_v2 
bright_single_3x1_v2;3;{0.,30.,30.};{1.,1.,1.};{0.,1800.,1800.};{0. ,0.5,0.5};{1,1,1};{0.2,0.2,0.2};{"bright_time","bright_time","bright_time"};bright_single_3x1;_v2 
bright_single_4x1_v2;4;{0.,30.,30., 3.};{1.,1.,1.,1.};{0.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5};{1,1,1,1};{0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time"};bright_single_4x1;_v2 
bright_single_5x1_v2;5;{0.,30.,30., 3.,27.};{1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5};{1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"};bright_single_5x1;_v2 
bright_single_6x1_v2;6;{0.,30.,30., 3.,27.,30.};{1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time"};bright_single_6x1;_v2 
bright_single_7x1_v2;7;{0., 30., 30.,  3., 27., 30.,240.};{1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time"};bright_single_7x1;_v2 
