bright_1x1_v2;1;{0.};{1.};{0.};{0.};{1};{0.2};{"bright_time"};bright_1x1;_v2 
bright_single_8x1_v2;8;{0., 30., 30.,  3., 27., 30.,240., 30.};{1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time"};bright_single_8x1;_v2 
bright_single_9x1_v2;9;{0., 30., 30.,  3., 27., 30.,240., 30., 30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time"};bright_single_9x1;_v2 
bright_single_10x1_v2;10;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"};bright_single_10x1;_v2 
bright_single_11x1_v2;11;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time"};bright_single_11x1;_v2 
bright_single_12x1_v2;12;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time"};bright_single_12x1;_v2 
bright_single_13x1_v2;13;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time"};bright_single_13x1;_v2 
bright_single_14x1_v2;14;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240., 30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time"};bright_single_14x1;_v2 
bright_single_15x1_v2;15;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240., 30.,  30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"};bright_single_15x1;_v2 
bright_single_16x1_v2;16;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240., 30.,  30.,  3.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time"};bright_single_16x1;_v2 
bright_single_17x1_v2;17;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240., 30.,  30.,  3., 27.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time"};bright_single_17x1;_v2 
bright_single_18x1_v2;18;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240., 30.,  30.,  3., 27., 30.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800.,1800., 1800.,1800.,1800.,1800.,1800.,1800.};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time"};bright_single_18x1;_v2 
bright_single_19x1_v2;19;{0., 30., 30.,  3., 27., 30.,240., 30., 30.,  3., 27., 30.,240., 30.,  30.,  3., 27., 30.,  0.};{1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.,1.};{0.0e+00, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03, 1.8e+03,  1.8e+03, 1.8e+03,-1.0e+00};{0. ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5, 0.};{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1};{2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01, 2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,2.e-01,1.e+04};{"bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time","bright_time"," bright_time","bright_time","bright_time","bright_time"};bright_single_19x1;_v2 
