generation_pk,carton_pk,rs_stage,rs_active
9,1333,open,true
9,1334,open,true
9,1335,open,true
9,1336,open,true
9,1337,open,true
9,1338,open,true
9,1339,open,true
9,1340,open,true
9,1707,open,true
9,1698,open,true
9,1694,open,true
9,1695,open,true
9,1669,open,true
9,1670,open,true
9,1671,open,true
9,1672,open,true
9,1673,open,true
9,1674,open,true
9,1675,open,true
9,1676,open,true
9,1677,open,true
9,1678,open,true
9,1692,open,true
9,1679,open,true
9,1690,open,true
9,1691,open,true
9,1680,open,true
9,1681,open,true
9,1682,open,true
9,1683,open,true
9,1684,open,true
9,1685,open,true
9,1686,open,true
9,1687,open,true
9,1816,open,true
9,1817,open,true
9,1699,open,true
9,1700,open,true
9,1814,open,true
9,1815,open,true
9,1704,open,true
9,1708,open,true
9,1714,open,true
9,1709,open,true
9,1712,open,true
9,1711,open,true
9,1701,open,true
9,1702,open,true
9,1398,none,false
9,1399,none,false
9,1097,srd,true
9,1098,srd,true
9,1095,srd,true
9,1108,srd,true
9,1096,srd,true
9,1371,srd,true
9,1374,srd,true
9,1370,srd,true
9,1263,srd,true
9,1475,srd,true
9,1375,srd,true
9,1376,srd,true
9,1372,srd,true
9,1377,none,false
